sentence	label 
Who did a statue of surprise Medea?	0
The two boys looked up the high stairs.	1
The kids have all eaten the chocolate.	1
They told Sue who to talk to and Virginia when to leave.	1
The plan was rejected out of hand that traffic should be banned.	1
Better you not drink.	0
Plays alternate with ballets.	1
Megan loves Kevin.	1
The Ferrari which Pietro bought from me and Sofia adores him cost him a bundle.	0
Tom picked these grapes, and I washed these grapes, and Suzie will prepare these grapes.	1
Mary runs often the marathon.	0
Bradley left.	1
Of Bill on, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
the people happy with the proposal left.	1
John hummed, and Mary sang, the same tune.	1
The umpire fell off it.	1
Carmen obtained a spare part to Mary.	0
Would you mind taking out the garbage?	1
She did away with her father.	1
What what I ate cost almost broke me.	0
John loaded the truck with bricks.	1
The hardest that I think I remember him ever telling me that he had heard of it snowing around here was last January 12th.	1
Everyone hopes to sleep.	1
Was been hit by Bill by the baseball.	0
Susan hopes Susan to sleep.	0
Sharon shivered at the thought of the cold sea.	1
Gilgamesh failed often biology	0
How are you feeling?	1
The soldiers lodged in the schoolhouse.	1
The girls played in the water and swam under the bridge.	1
Which picture of Bill did you put on his desk?	1
Lora buttered at the toast with unsalted butter.	0
One people was dying of thirst.	0
He kicked you.	1
Barbara handed them to Alan on Tuesday.	1
I had the strangest feeling that I knew you.	1
Who do you think that will question Seamus first?	0
What did John want to eat?	1
The video which you recommended was really terrific.	1
Donna fixed a sandwich for me.	1
Chris became quite conservative and trying to change their minds.	0
Susan has a cold.	1
the branch dropped its apple free.	1
The stick hit the fence.	1
Here's the whiskey which I went to the store and bought.	1
We were glad what to do.	0
The old house collapsed.	1
In the mountains there raged a fire.	1
Tabs try to be kept on Bob by the FBI.	0
Every man has ever beaten the centaur.	0
Carla slid the book to Dale.	1
What I meant was that you have done it really well.	1
I would dance with anybody.	1
John believes Sally to be polite.	1
Was the child running to the car?	1
A medal was been given to the mayor by the sewer commissioner.	0
Jorge was the one.	1
The hiker will reach the top of the mountain within an hour.	1
It is certain that John has loved Mary.	1
The toilet leaked through the floor into the kitchen below.	1
Celia braided.	0
A solution immediately presented.	0
The spaceship revolves around the earth.	1
There seemed to be a fountain in the park.	1
Is John clever?	1
The more pictures of himself that John buys the more arrogant he becomes.	1
John took Bill to be a fool.	1
The package carried.	0
The company sent China its senior mining engineers to help plan the new mines.	1
Gilgamesh has been fighting the dragon.	1
Ayala sent the diamond necklace back.	1
The tourists will go to the park.	1
The student was hoping for a good clue.	1
Bill's reading Shakespeare and Maureen's singing Schubert satisfies me	0
She liked Moya's football.	0
The sun radiates heat.	1
John believes him to be a nice guy.	1
What is to come is in this document.	1
Ellen talked for Helen to come.	0
To whom is she trying to make up now?	0
The more people you say that will buy tickets, the happier I'll be.	0
I hope to can study in France.	0
John got the book from Bill.	1
John seems certain about the bananas.	1
They said that Tom wouldn't pay up, but he did go to the bank, and he did pay up.	1
Karen asked where to put the chairs.	1
If so, I've lost $500.	1
What John did to the wall was paint it.	1
She cooked Matt dinner.	1
Either we Americans or I myself will get ourselves in trouble.	1
I had a realization of there.	0
And Toni danced Bartlett.	0
Mary thinks that Bill will come.	1
A little white rabbit jumped out of the box.	1
Odysseus planned to hear the sirens.	1
The world saw the beginning of a new era in 1492.	1
Aphrodite quickly may free the animals	0
It's obvious that, although he's a nice guy, John isn't too bright.	1
That the fuzz wanted him worried John, but that the fuzz wanted John didn't worry Mary.	1
I might ate deep fried muffins.	0
I have six of them more.	0
I'm worrying, more than thinking.	1
Pat has become crazy, and Chris an incredible bore.	1
Her little sister will disagree with her.	1
Mary claimed that hasn't eaten cabbage, Holly.	0
The hot sun was played under by the children.	0
I consider to be a fool the senator who made the opening speech.	0
Press the pad with the stamp completely.	1
Fred had a snake behind the car Joe was sitting in.	1
The flag waved.	1
Few writers and any playwrights meet in Vienna.	0
Norman Lemming jumped off the cliff and so did William Lemming.	1
Was sunk by the boat.	0
I'm hungry and did you play chess?	0
Mary plays the violin beautifully.	1
We are open Saturdays, any national holiday, and on alternate.	1
Robin arrived most of the way at the station.	0
I worded the telegram after the party tersely.	0
Pat handed a book to Chris.	1
Nothing like that would I ever eat again.	1
Were you surprised that he stole the watch?	1
Who did you persuade to go?	1
That Goldstein appointed Heydrich and the implications thereof frightened many observers.	1
Every student in Mary's class, whoever they were, happened to vote Republican.	0
Felicia shipped the box out of the storeroom.	0
A cheerful welcome was beamed by Sandra.	0
There arrived a new actor.	1
Type B: It is Bill on whom John relies.	1
Willy is taller than Bill by as much as it is believed that Joe is taller than Dan.	1
Kathleen hates those pictures of herself.	1
Who did you introduce Athena to?	1
John believes Mary to have been visited by Bill.	1
The ship's sinking to collect the insurance was very devious.	0
They gave my father, who had just turned 60, it.	0
The hot potato had several hundred people yelling for me to put it down gently.	0
I know which woman Holly will discuss a report about, but I don't know which woman you will.	1
The king thanked the man.	1
What we are using is their teaching material.	1
John loves Bill.	1
Every boy has any potatoes.	0
Home was gone by John.	0
I know how intelligent a dog you bought.	1
I wanted Jimmy for to come with me.	1
Although Doc might tell it to you, he won't to me.	1
Martha carved some wood into a toy for the baby.	1
Every student who is in Mary's class is working on polarity items.	1
I think learning English is not easy at all.	1
This girl in the red coat will eat her breakfast before tomorrow and put a picture of Bill on your desk before tomorrow.	1
Imogen took the vase to her mother's.	1
I called almost all of the men from Boston up.	1
John wagered a stranger to have been in that haunted house.	0
Phillip gave the soldier the medal.	1
The fact, I put it down to that Kim came.	0
It might have cracked open	1
I shall go downtown.	1
